ID	x
496	1.119071637
497	0.779991603
498	1.266206613
499	-1.515859645
500	-0.991681175
501	-2.494333434
502	-2.481947116
503	-0.39466984
504	-0.243829738
505	0.281727896
506	0.908318608
507	1.321260806
508	-0.593950746
509	-0.454773363
510	-0.739703461
511	0.043169138
512	0.58584083
513	1.018986367
514	0.094390968
515	0.088810784
516	0.268697443
517	0.920757862
518	0.037016094
519	-0.34902591
520	-1.941533261
521	-1.154304506
522	0.257719744
523	-0.458340639
524	-0.588102722
525	1.820077475
526	1.55544979
527	0.465404939
528	1.418150753
529	1.26287434
530	0.577683231
531	2.416304651
532	1.020445846
533	0.608980768
534	2.214868533
535	2.728889982
536	3.457512986
537	1.036520565
538	-1.768937828
539	-2.540070589
540	-0.700525877
541	-0.821485525
542	-0.44395244
543	0.155390848
544	1.235413425
545	2.016356712
546	3.126682287
547	0.475881274
548	1.453974024
549	1.404212316
550	-0.024270749
551	0.100708567
552	0.115567858
553	-0.572843282
554	0.232433822
555	-0.686727589
556	-1.024986996
557	-0.54965622
558	-0.562102425
559	-1.30707838
560	0.744819995
561	1.209100243
562	0.274653858
563	0.672129185
564	-0.871188597
565	0.193173017
566	0.672751241
567	1.5725995
568	1.261839388
569	-0.916227794
570	-0.402645099
571	0.478739541
572	-1.110831799
573	-0.310313455
574	-0.462505263
575	0.500111935
576	0.451437773
577	-1.349743946
578	-0.651333196
579	0.475974513
580	-2.317640118
581	-1.68573074
582	-2.155724261
583	-0.277000784
584	0.574600379
585	1.319215052
586	2.341416024
587	0.944397616
588	0.274269776
589	1.18083714
590	0.148681223
591	-1.562288486
592	-0.56958165
593	-0.749622553
594	-1.037168489
595	-0.651537841
596	-1.64747063
597	-0.747042534
598	-0.758512146
599	0.568050371
600	0.305711458
601	-0.305438279
602	0.076143005
603	-1.358336126
604	0.245126139
605	0.188779111
606	0.897280398
607	0.388114938
608	0.283386088
609	0.54300442
610	-0.617058394
611	1.140640229
612	0.775830586
613	0.331795325
614	-0.473961793
615	0.480800102
616	0.17589976
617	0.220379476
618	0.144904823
619	0.354105046
620	1.096330778
621	-0.494557764
622	-0.460901562
623	1.547496296
624	2.23468901
625	0.752793682
626	-0.23676358
627	0.37752499
628	0.434401081
629	0.089295731
630	-1.205791553
631	1.031455185
632	1.491163357
633	1.829659616
634	0.555442537
635	-0.737798405
636	0.966622271
637	0.327748859
638	1.090482928
639	1.434487152
640	0.862360568
641	-0.387466342
642	-1.430556032
643	1.60194763
644	0.851698123
645	0.716684571
646	-1.452947454
647	-1.871621413
648	0.345062116
649	-1.186938963
650	1.291501255
651	-0.722850933
652	0.182514945
653	-1.146772696
654	1.303745995
655	-0.793937075
656	-0.550335935
657	-1.220856588
658	-0.2980233
659	0.125712725
660	-0.252585954
661	-0.510660575
662	-1.68426602
663	0.121284679
664	0.674423961
665	-0.031342453
666	-1.822715886
667	0.4440805
668	0.667720416
669	0.498655
670	0.279305266
671	-0.536460281
672	0.867819511
673	2.603241883
674	0.212601652
675	-0.996425272
676	0.804423538
677	-2.376113741
678	-0.84674531
679	-0.646922441
680	-0.522232816
681	1.372186272
682	-1.183528377
683	-0.841853035
684	-1.791685852
685	0.555418918
686	-1.860200316
687	-1.507361205
688	-0.517231151
689	0.841240988
690	0.981903208
691	2.794578609
692	3.418185201
693	1.651214082
694	1.267700417
695	-0.669480932
696	-0.369960894
697	0.739273869
698	0.008808601
699	0.471576982
700	0.03455163
701	0.011928472
702	-0.527039051
703	-0.778934667
704	-0.474378243
705	0.198744219
706	1.097326353
707	-0.614526084
708	1.373630796
709	1.903935911
710	0.924529129
711	0.17071896
712	1.057987301
713	0.289286921
714	-0.757074215
715	-1.009711433
716	-2.130830802
717	-3.214911346
718	0.505172251
719	0.521666559
720	-0.258638876
721	-0.145053882
722	-0.22377986
723	-0.023658576
724	0.767073224
725	0.770256749
726	0.733081842
727	-1.533030459
728	-0.824197645
729	-0.883403809
730	0.193029394
731	-0.864228996
732	-1.236939109
733	-1.114416316
734	-0.975685142
735	-1.142827021
736	0.82407298
737	3.505733118
738	3.65369219
739	1.431527102
740	0.129061179
741	0.526295976
742	0.360357326
743	0.856204227
744	-0.320668428
745	0.865218339
746	-0.263986216
747	-1.409128544
748	-0.796988
749	1.448969612
750	-0.20514465
751	-1.133372481
752	-1.886200595
753	-1.027305999
754	0.260249207
755	-0.02982277
756	0.848396157
757	1.393568957
758	1.310913518
759	3.152375266
760	2.731452515
761	3.240597874
762	1.38274148
763	0.238591202
764	-0.597455911
765	0.190206312
766	0.92930474
767	1.390517186
768	1.638413745
769	0.259132417
770	0.817265493
771	0.628458167
772	-0.691008306
773	0.027597011
774	0.483190074
775	0.306221115
776	1.157925999
777	0.20513358
778	1.038675294
779	1.364326236
780	1.774821277
781	1.516655237
782	1.795562197
783	1.768398168
784	0.256790699
785	0.564124337
786	0.52146911
787	-0.995385825
788	-0.274123029
789	0.367528354
790	2.300778787
791	0.332897279
792	-0.082817232
793	0.421590032
794	0.878121401
795	0.927230586
796	1.540102727
797	1.91934715
798	-0.662449702
799	0.795058077
800	0.987956567
801	-0.246606685
802	0.129150575
803	-0.272422451
804	0.811828377
805	-0.254436192
806	0.555835671
807	0.356309404
808	0.711522792
809	1.231348029
810	0.754184665
811	1.3172803
812	-0.005036924
813	-0.844930695
814	1.941896709
815	0.93808526
816	1.1194725
817	-0.138644612
818	-0.506822918
819	-0.972498876
820	-0.761238622
821	0.51629846
822	-0.381594256
823	-0.266928946
824	0.715214609
825	0.974666167
826	-1.501151844
827	-0.118980649
828	-2.003635689
829	-0.52444282
830	1.516508514
831	1.646146789
832	-0.280090667
833	-0.442679039
834	0.612455912
835	-2.103302539
836	-0.794198886
837	-2.57083788
838	-1.25925126
839	-1.203515471
840	-0.324685033
841	0.101461506
842	0.940188763
843	-0.06159724
844	-0.319675364
845	2.16440004
846	1.887269689
847	0.118893374
848	0.673454333
849	0.342910856
850	0.67791872
851	-0.697316315
852	-2.40684113
853	-2.387122146
854	-1.715435692
855	-2.013694083
856	0.700363866
857	-0.051263914
858	-0.103680198
859	-0.741072519
860	-1.073938851
861	-0.331299814
862	0.254525154
863	1.190977504
864	-0.132192685
865	0.807610966
866	-0.984618755
867	-0.182277628
868	0.0989154
869	-0.114347003
870	0.456317083
871	1.128254832
872	0.683998378
873	1.283526596
874	1.157252583
875	0.023864858
876	0.784309331
877	1.135750973
878	-0.021776997
879	0.615411699
880	-1.568659893
881	-0.644483843
882	-0.081937748
883	0.079013097
884	-1.972204115
885	-1.359762278
886	-1.677051477
887	-1.969628048
888	-0.96960466
889	-0.081096949
890	-0.581758988
891	-1.075740472
892	-3.097922677
893	-1.476160555
894	0.012163299
895	-0.122167232
896	-0.548950341
897	0.634312621
898	-1.535307838
899	-1.077801825
900	-0.852765836
901	-0.402831693
902	0.982043816
903	-0.06181134
904	0.566134618
905	0.964036692
906	0.493979394
907	0.040182134
908	0.758940114
909	0.353748419
910	-1.61985348
911	-2.625537531
912	-1.570514134
913	-0.845984306
914	0.568881575
915	-0.684000189
916	0.038720484
917	0.232869983
918	-0.852071541
919	1.068837329
920	0.198198818
921	-1.601528512
922	-2.268441914
923	-1.350569608
924	0.476500181
925	0.871730547
926	0.158555609
927	-1.66407001
928	-1.850587845
929	-1.234775181
930	-1.131393131
931	-1.30716276
932	-0.462364848
933	-1.398166048
934	-2.325224182
935	-2.139509328
936	-1.758375849
937	-0.471387037
938	-1.357098633
939	-2.241483496
940	-0.886080311
941	-2.426800685
942	-0.235367875
943	-0.443630744
944	-0.448628667
945	0.198015997
946	-0.094517355
947	-0.318275567
948	-0.424080169
949	-0.765428301
950	-0.819422096
951	-0.084624408
952	-0.824457294
953	0.108803314
954	1.942262176
955	2.554309168
956	1.145327069
957	-1.005413122
958	-1.27243746
959	-1.72552033
960	-1.600290465
961	0.102005639
962	-0.298404197
963	0.440727898
964	0.062555564
965	0.829151475
966	1.501137554
967	1.585525779
968	0.495897381
969	2.102250042
970	2.349457223
971	0.639487513
972	-0.564587562
973	1.578739232
974	0.518777525
975	0.845029668
976	-0.154542941
977	-0.396286379
978	-0.512168322
979	-0.915422802
980	-1.680871214
981	-0.731231482
982	-0.600023141
983	-0.138066924
984	-0.924937337
985	-1.676078375
986	-0.905760662
987	1.003588205
988	-0.941144855
989	-0.983102321
990	-0.247567369
991	1.553728107
992	0.856338108
993	-0.428258443
994	-0.992906508
995	-0.877389338
996	-2.336053009
997	-1.239797416
998	-1.6507633
999	-0.154686173
1000	-0.438630842
